"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2016","Kenya","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,18500,136.373333333333
"2016","Kenya","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,18500,136.373333333333
"2016","Kenya","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,18500,136.373333333333
"2016","Kenya","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,18500,136.373333333333
"2016","Kenya","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,4.21,18250,136.373333333333
"2016","Kenya","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,5.85,18250,136.373333333333
"2016","Kenya","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,18250,136.373333333333
"2016","Kenya","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,18250,136.373333333333
"2016","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,14500,136.373333333333
"2016","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,14500,136.373333333333
"2016","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,14500,136.373333333333
"2016","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,14500,136.373333333333
"2016","Kenya","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,15250,136.373333333333
"2016","Kenya","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,15250,136.373333333333
"2016","Kenya","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,15250,136.373333333333
"2016","Kenya","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,15250,136.373333333333
"2016","Kenya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,19500,136.373333333333
"2016","Kenya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,19500,136.373333333333
"2016","Kenya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,19500,136.373333333333
"2016","Kenya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,19500,136.373333333333
"2016","Kenya","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,13750,136.373333333333
"2016","Kenya","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,13750,136.373333333333
"2016","Kenya","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,13750,136.373333333333
"2016","Kenya","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,13750,136.373333333333
"2016","Kenya","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",180,4.21,16500,136.373333333333
"2016","Kenya","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",180,5.85,16500,136.373333333333
"2016","Kenya","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,16500,136.373333333333
"2016","Kenya","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,16500,136.373333333333
"2016","Kenya","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",660,4.21,17000,136.373333333333
"2016","Kenya","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",660,5.85,17000,136.373333333333
"2016","Kenya","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,17000,136.373333333333
"2016","Kenya","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,17000,136.373333333333
"2016","Kenya","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",240,4.21,15000,136.373333333333
"2016","Kenya","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",240,5.85,15000,136.373333333333
"2016","Kenya","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,15000,136.373333333333
"2016","Kenya","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,15000,136.373333333333
"2016","Kenya","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,4.21,19500,136.373333333333
"2016","Kenya","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,5.85,19500,136.373333333333
"2016","Kenya","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,19500,136.373333333333
"2016","Kenya","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,19500,136.373333333333
"2016","Kenya","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,14500,136.373333333333
"2016","Kenya","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,14500,136.373333333333
"2016","Kenya","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,14500,136.373333333333
"2016","Kenya","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,14500,136.373333333333
"2016","Kenya","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,14500,136.373333333333
"2016","Kenya","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,14500,136.373333333333
"2016","Kenya","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,4.21,14500,136.373333333333
"2016","Kenya","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,5.85,14500,136.373333333333
"2016","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,13500,136.373333333333
"2016","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,13500,136.373333333333
"2016","Kenya","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,13500,136.373333333333
"2016","Kenya","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,13500,136.373333333333
"2016","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,12750,136.373333333333
"2016","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,12750,136.373333333333
"2016","Kenya","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,12750,136.373333333333
"2016","Kenya","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,12750,136.373333333333
"2016","Kuwait","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,13750,0.406666666666667
"2016","Kuwait","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,13750,0.406666666666667
"2016","Kuwait","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,13750,0.406666666666667
"2016","Kuwait","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,13750,0.406666666666667
"2016","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,15000,0.406666666666667
"2016","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,15000,0.406666666666667
"2016","Kuwait","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,15000,0.406666666666667
"2016","Kuwait","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,15000,0.406666666666667
"2016","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",70,2.93,15250,0.406666666666667
"2016","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",70,-6.84,15250,0.406666666666667
"2016","Kuwait","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,15250,0.406666666666667
"2016","Kuwait","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,15250,0.406666666666667
"2016","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,18500,0.406666666666667
"2016","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,18500,0.406666666666667
"2016","Kuwait","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,2.93,18500,0.406666666666667
"2016","Kuwait","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,-6.84,18500,0.406666666666667
