"Country","Fiscal_Year","HE.Provider","FX_Rate","Enrollment","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Growth.Indicator","Value"
"Uganda","2017","Robert Gordon University",4622.93,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4647.2,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4647.2,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4682.49,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4682.49,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4717.33,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4717.33,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4763.65,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4763.65,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4819.88,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4819.88,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4847.93,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4847.93,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4906.87,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4906.87,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Robert Gordon University",4907.56,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Robert Gordon University",4907.56,0,"All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4434.52,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4434.52,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4500.05,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4500.05,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4529.12,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4529.12,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4622.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4622.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4647.2,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4647.2,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4682.49,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4682.49,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4717.33,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4717.33,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4763.65,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4763.65,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4819.88,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4819.88,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4847.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4847.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4906.87,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4906.87,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","Royal Conservatoire of Scotland",4907.56,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","Royal Conservatoire of Scotland",4907.56,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4434.52,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4434.52,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4500.05,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4500.05,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4529.12,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4529.12,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4622.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4622.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4647.2,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4647.2,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4682.49,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4682.49,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4717.33,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4717.33,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4763.65,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4763.65,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4819.88,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4819.88,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4847.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4847.93,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
"Uganda","2017","SRUC",4906.87,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","GDP (annual %)",3.131405517
"Uganda","2017","SRUC",4906.87,0,"All postgraduate","Part-time","2017/2018","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January","Inflation (annual %)",4.64905082
